Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0545,SQL Masterclass,FutureLearn,SQL,Beginner,Interactive,Subscription,17.13,https://www.futurelearn.com/courses/sql-masterclass,8 days,9695,3.7,1111,2022-12-17,2024-05-03,Stephanie Medina,False,True,False,4,44,None,"Web Development, Artificial Intelligence, Machine Learning"
RES_0546,SQL Masterclass,Khan Academy,SQL,All Levels,Text-based,Free,0.0,https://www.khanacademy.com/courses/sql-masterclass,19 months,1927,3.2,575,2023-02-26,2023-06-17,Jennifer Reed,True,True,False,5,82,"DevOps, Artificial Intelligence, JavaScript","Blockchain, Blockchain"
RES_0547,UI/UX Design Masterclass,Pluralsight,UI/UX Design,Advanced,Bootcamp,Paid,74.82,https://www.pluralsight.com/courses/ui/ux-design-masterclass,22 weeks,7309,4.3,1418,2025-01-04,2025-02-09,Pluralsight,True,True,False,8,52,Digital Marketing,"Machine Learning, Project Management, Mobile Development"
RES_0548,Game Development Masterclass,Udacity,Game Development,Intermediate,Interactive,Free,0.0,https://www.udacity.com/courses/game-development-masterclass,25 days,3593,4.0,1025,2023-11-30,2024-03-26,Brian Benson,False,True,False,5,49,"JavaScript, SQL",Mobile Development
RES_0549,Artificial Intelligence Masterclass,Khan Academy,Artificial Intelligence,All Levels,Tutorial Series,Subscription,23.01,https://www.khanacademy.com/courses/artificial-intelligence-masterclass,9 months,5074,4.5,819,2023-07-23,2025-03-26,Paul Caldwell,False,False,True,7,80,"Python Programming, Cybersecurity",Digital Marketing
RES_0550,Cloud Computing Masterclass,LinkedIn Learning,Cloud Computing,All Levels,Text-based,Free,0.0,https://www.linkedinlearning.com/courses/cloud-computing-masterclass,27 days,3517,4.0,744,2024-03-14,2024-10-24,LinkedIn Learning,True,True,True,8,55,Blockchain,"DevOps, Machine Learning, Web Development, React"
RES_0551,Mobile Development Professional Certificate,edX,Mobile Development,All Levels,Tutorial Series,Freemium,95.2,https://www.edx.com/courses/mobile-development-professional-certificate,2 months,8079,4.7,1361,2024-03-27,2024-11-08,edX,True,True,True,7,77,"UI/UX Design, Machine Learning","Cloud Computing, Web Development, Digital Marketing"
RES_0552,Cloud Computing Professional Certificate,edX,Cloud Computing,Advanced,Bootcamp,Paid,116.75,https://www.edx.com/courses/cloud-computing-professional-certificate,15 days,5471,4.1,1312,2024-03-05,2024-10-27,Donald Scott,True,False,False,9,76,"SQL, JavaScript","Project Management, React, Project Management"
RES_0553,Mobile Development Masterclass,LinkedIn Learning,Mobile Development,Intermediate,Tutorial Series,Subscription,23.94,https://www.linkedinlearning.com/courses/mobile-development-masterclass,24 hours,2398,4.1,493,2024-12-19,2025-03-10,Virginia Medina,True,True,True,6,32,"Digital Marketing, Data Analysis, Blockchain","Game Development, Artificial Intelligence, UI/UX Design"
RES_0554,Mobile Development Masterclass,Codecademy,Mobile Development,Beginner,Tutorial Series,Free,0.0,https://www.codecademy.com/courses/mobile-development-masterclass,19 hours,9247,4.8,1791,2025-01-02,2025-04-07,Bianca Simpson,True,False,False,2,39,None,"DevOps, Project Management, Project Management, Cloud Computing"
RES_0555,Mobile Development Masterclass,Udacity,Mobile Development,Beginner,Interactive,Subscription,30.89,https://www.udacity.com/courses/mobile-development-masterclass,25 months,451,3.8,74,2023-05-21,2024-01-11,Debra Lopez,False,True,True,2,63,None,Game Development
RES_0556,SQL Masterclass,FreeCodeCamp,SQL,Advanced,Tutorial Series,Paid,45.88,https://www.freecodecamp.com/courses/sql-masterclass,5 days,5154,3.3,1072,2024-08-14,2025-07-01,Christopher Garcia,False,False,False,7,71,React,"UI/UX Design, JavaScript"
RES_0557,DevOps Masterclass,Skillshare,DevOps,Intermediate,Interactive,Subscription,15.96,https://www.skillshare.com/courses/devops-masterclass,29 months,2117,3.1,400,2023-07-14,2025-07-26,Mark Sullivan,False,False,True,7,55,Cybersecurity,Web Development
RES_0558,Blockchain Professional Certificate,edX,Blockchain,Beginner,Interactive,Paid,32.87,https://www.edx.com/courses/blockchain-professional-certificate,16 weeks,5291,4.5,1067,2023-04-23,2025-02-07,Melissa Palmer,True,True,True,4,32,None,Cybersecurity
RES_0559,Cybersecurity Masterclass,Skillshare,Cybersecurity,Beginner,Text-based,Subscription,48.1,https://www.skillshare.com/courses/cybersecurity-masterclass,27 hours,7213,4.2,1401,2023-12-14,2024-12-30,Skillshare,True,True,True,3,71,None,Cloud Computing
RES_0560,Learn JavaScript - Full Course,YouTube,JavaScript,Beginner,Interactive,Paid,36.64,https://www.youtube.com/courses/learn-javascript---full-course,16 hours,5009,4.4,673,2024-06-17,2024-08-08,Joseph Lewis,True,True,True,2,53,None,"Machine Learning, Python Programming"
RES_0561,SQL Masterclass,FreeCodeCamp,SQL,Advanced,Project-based,Subscription,46.81,https://www.freecodecamp.com/courses/sql-masterclass,9 weeks,566,3.4,102,2025-06-29,2025-07-31,Harry Mcintosh,True,False,True,10,51,Machine Learning,Data Science
RES_0562,Learn Web Development - Full Course,YouTube,Web Development,All Levels,Video Course,Free,0.0,https://www.youtube.com/courses/learn-web-development---full-course,16 months,28202,3.3,7894,2023-03-03,2025-04-06,YouTube,False,True,True,5,46,"Game Development, Data Science",Artificial Intelligence
RES_0563,SQL Masterclass,FreeCodeCamp,SQL,Intermediate,Interactive,Paid,163.04,https://www.freecodecamp.com/courses/sql-masterclass,5 days,1446,3.0,197,2025-02-07,2025-02-19,Melanie Harris,False,True,True,6,72,"Project Management, Blockchain, Blockchain","Cloud Computing, Mobile Development, Digital Marketing"
RES_0564,Cloud Computing Masterclass,LinkedIn Learning,Cloud Computing,Beginner,Tutorial Series,Freemium,63.19,https://www.linkedinlearning.com/courses/cloud-computing-masterclass,26 days,3084,3.7,315,2025-07-22,2025-08-17,Amber Mckenzie,False,True,True,4,91,None,"SQL, Cybersecurity, Project Management"
RES_0565,Learn Project Management - Full Course,YouTube,Project Management,Advanced,Bootcamp,Freemium,11.78,https://www.youtube.com/courses/learn-project-management---full-course,9 weeks,23102,4.2,2756,2024-08-04,2025-04-13,Allison Pham,False,False,True,9,63,Data Science,"Python Programming, Game Development, Cloud Computing, Machine Learning"
RES_0566,Learn Project Management - Full Course,YouTube,Project Management,Beginner,Video Course,Subscription,19.42,https://www.youtube.com/courses/learn-project-management---full-course,12 weeks,30659,3.8,5503,2023-03-11,2024-02-02,YouTube,True,False,False,2,48,None,"Python Programming, SQL"
RES_0567,Data Science Masterclass,FutureLearn,Data Science,Intermediate,Bootcamp,Free,0.0,https://www.futurelearn.com/courses/data-science-masterclass,26 weeks,8938,3.9,1189,2024-05-06,2024-08-31,FutureLearn,True,True,True,5,49,"Digital Marketing, SQL, DevOps",Cybersecurity
RES_0568,Cybersecurity Masterclass,Pluralsight,Cybersecurity,All Levels,Project-based,Freemium,32.19,https://www.pluralsight.com/courses/cybersecurity-masterclass,24 weeks,105,4.8,22,2025-03-20,2025-06-18,Pluralsight,False,True,False,3,37,"Cloud Computing, Cloud Computing","JavaScript, React, JavaScript"
RES_0569,Digital Marketing Masterclass,Udacity,Digital Marketing,All Levels,Bootcamp,Paid,57.23,https://www.udacity.com/courses/digital-marketing-masterclass,12 hours,3807,3.7,496,2024-02-02,2025-03-31,Udacity,True,False,False,6,48,"DevOps, Mobile Development, Python Programming",Blockchain
RES_0570,Blockchain Masterclass,Pluralsight,Blockchain,Beginner,Tutorial Series,Freemium,23.22,https://www.pluralsight.com/courses/blockchain-masterclass,15 weeks,2145,4.0,331,2023-02-02,2025-03-17,Charles Jimenez,False,False,True,1,78,None,"Machine Learning, Project Management, Digital Marketing"
RES_0571,JavaScript Masterclass,Codecademy,JavaScript,All Levels,Text-based,Paid,109.34,https://www.codecademy.com/courses/javascript-masterclass,3 weeks,4053,4.6,1029,2022-11-12,2023-04-18,Codecademy,True,True,True,8,65,"Blockchain, Mobile Development","DevOps, Data Science, Web Development, Python Programming"
RES_0572,The Complete Artificial Intelligence Bootcamp,Udemy,Artificial Intelligence,Intermediate,Bootcamp,Freemium,22.14,https://www.udemy.com/courses/the-complete-artificial-intelligence-bootcamp,14 weeks,7813,3.8,1824,2022-11-25,2024-01-25,Christopher Morrow,True,True,False,4,43,"Machine Learning, Machine Learning, Machine Learning","Data Science, Digital Marketing"
RES_0573,Data Analysis Masterclass,Skillshare,Data Analysis,Advanced,Tutorial Series,Freemium,85.22,https://www.skillshare.com/courses/data-analysis-masterclass,19 hours,6632,4.2,1099,2023-03-20,2023-10-06,Skillshare,True,True,False,9,82,Project Management,"Data Science, Data Science, Data Science"
RES_0574,Learn DevOps - Full Course,YouTube,DevOps,All Levels,Video Course,Subscription,31.04,https://www.youtube.com/courses/learn-devops---full-course,21 weeks,11524,4.7,1955,2024-06-18,2024-11-09,YouTube,True,True,True,4,93,Mobile Development,"Game Development, React"
RES_0575,Machine Learning Masterclass,Pluralsight,Machine Learning,Beginner,Tutorial Series,Freemium,31.29,https://www.pluralsight.com/courses/machine-learning-masterclass,16 days,6370,4.9,1097,2024-07-02,2025-04-08,Pluralsight,True,True,True,2,51,None,"Python Programming, SQL"
RES_0576,UI/UX Design Masterclass,Codecademy,UI/UX Design,Advanced,Bootcamp,Paid,85.61,https://www.codecademy.com/courses/ui/ux-design-masterclass,23 hours,3354,3.3,433,2025-02-10,2025-07-29,Codecademy,False,True,False,9,75,"Cloud Computing, Cybersecurity",
RES_0577,Web Development Masterclass,Codecademy,Web Development,Advanced,Interactive,Freemium,82.61,https://www.codecademy.com/courses/web-development-masterclass,8 days,4585,4.9,862,2025-06-28,2025-07-21,Kimberly Thompson,False,True,False,8,48,UI/UX Design,"Python Programming, Artificial Intelligence"
RES_0578,Digital Marketing Masterclass,FreeCodeCamp,Digital Marketing,Intermediate,Project-based,Paid,171.1,https://www.freecodecamp.com/courses/digital-marketing-masterclass,19 months,9528,4.0,1774,2023-06-20,2023-07-19,Paul Silva,False,True,False,6,60,"Game Development, Data Science",Cloud Computing
RES_0579,React Masterclass,LinkedIn Learning,React,Intermediate,Video Course,Freemium,53.54,https://www.linkedinlearning.com/courses/react-masterclass,4 days,5807,3.5,1267,2024-05-19,2024-12-26,Ryan Miller,False,True,True,4,51,Game Development,"Data Analysis, Data Science, Artificial Intelligence"
RES_0580,Cloud Computing Masterclass,FutureLearn,Cloud Computing,Beginner,Tutorial Series,Subscription,17.29,https://www.futurelearn.com/courses/cloud-computing-masterclass,24 weeks,9434,3.9,2804,2024-03-22,2025-07-24,FutureLearn,True,False,False,2,87,None,"Game Development, UI/UX Design, Mobile Development"
RES_0581,Learn Blockchain - Full Course,YouTube,Blockchain,All Levels,Interactive,Subscription,45.2,https://www.youtube.com/courses/learn-blockchain---full-course,20 hours,47669,5.0,11730,2023-08-18,2023-12-29,Emily Andrade,False,True,False,8,54,JavaScript,"Python Programming, Artificial Intelligence"
RES_0582,Machine Learning Masterclass,FutureLearn,Machine Learning,Advanced,Video Course,Free,0.0,https://www.futurelearn.com/courses/machine-learning-masterclass,13 months,6777,4.0,918,2023-07-02,2023-09-08,Shannon Stokes,False,True,True,10,62,"Web Development, JavaScript","Cybersecurity, SQL, React"
RES_0583,Web Development Masterclass,LinkedIn Learning,Web Development,Advanced,Project-based,Free,0.0,https://www.linkedinlearning.com/courses/web-development-masterclass,17 weeks,434,3.7,128,2025-04-18,2025-04-18,Mrs. Amanda French DDS,False,True,True,7,30,"Cybersecurity, UI/UX Design",Data Science
RES_0584,The Complete JavaScript Bootcamp,Udemy,JavaScript,Intermediate,Tutorial Series,Freemium,18.18,https://www.udemy.com/courses/the-complete-javascript-bootcamp,7 weeks,7354,4.3,1870,2024-10-08,2024-10-18,Gary Montgomery,True,True,False,5,86,Data Analysis,UI/UX Design
RES_0585,Machine Learning Masterclass,Pluralsight,Machine Learning,Advanced,Tutorial Series,Paid,122.12,https://www.pluralsight.com/courses/machine-learning-masterclass,6 hours,8253,3.5,1912,2024-07-21,2024-10-17,Samuel Thompson,False,True,True,10,87,Game Development,Mobile Development
RES_0586,Learn Data Science - Full Course,YouTube,Data Science,Intermediate,Interactive,Freemium,18.83,https://www.youtube.com/courses/learn-data-science---full-course,13 hours,24482,3.2,6143,2025-04-22,2025-04-26,YouTube,True,False,False,4,41,"Mobile Development, Blockchain, Game Development","SQL, UI/UX Design"
RES_0587,Project Management Professional Certificate,edX,Project Management,Intermediate,Text-based,Freemium,40.42,https://www.edx.com/courses/project-management-professional-certificate,13 hours,8135,3.3,2427,2025-07-03,2025-07-21,Jesse Campbell MD,True,True,True,6,37,"Data Analysis, SQL, Web Development","Game Development, JavaScript, Mobile Development"
RES_0588,Data Analysis Masterclass,FutureLearn,Data Analysis,Beginner,Video Course,Subscription,28.47,https://www.futurelearn.com/courses/data-analysis-masterclass,12 hours,7207,3.3,1379,2022-10-14,2024-08-21,Adam Sosa,False,True,True,2,58,None,"Web Development, SQL, Artificial Intelligence"
RES_0589,Learn Python Programming - Full Course,YouTube,Python Programming,Beginner,Project-based,Paid,181.06,https://www.youtube.com/courses/learn-python-programming---full-course,4 weeks,1310,3.3,347,2024-04-15,2024-09-18,YouTube,False,False,False,3,81,None,Cloud Computing
RES_0590,React Professional Certificate,edX,React,Advanced,Project-based,Subscription,22.17,https://www.edx.com/courses/react-professional-certificate,29 weeks,6804,3.3,1740,2025-07-31,2025-08-08,edX,True,False,True,9,31,"Cybersecurity, Data Analysis, Project Management",Web Development
RES_0591,Machine Learning Masterclass,Udacity,Machine Learning,Beginner,Interactive,Freemium,6.65,https://www.udacity.com/courses/machine-learning-masterclass,18 weeks,2842,4.3,716,2024-03-13,2024-07-10,Megan Escobar,True,False,True,4,55,None,Game Development
RES_0592,SQL Masterclass,FreeCodeCamp,SQL,Intermediate,Bootcamp,Free,0.0,https://www.freecodecamp.com/courses/sql-masterclass,16 months,1891,3.4,214,2025-01-04,2025-06-24,Teresa Rogers,True,True,False,7,77,"Cloud Computing, Project Management",Blockchain
RES_0593,Learn SQL - Full Course,YouTube,SQL,Advanced,Video Course,Free,0.0,https://www.youtube.com/courses/learn-sql---full-course,5 weeks,17436,3.7,5045,2024-08-26,2025-02-23,Katelyn Leblanc,False,True,True,7,58,None,"Project Management, Python Programming, Project Management"
RES_0594,The Complete React Bootcamp,Udemy,React,Advanced,Bootcamp,Paid,37.24,https://www.udemy.com/courses/the-complete-react-bootcamp,11 hours,8298,4.8,1363,2025-04-09,2025-05-09,Ian Roy,True,False,False,7,48,None,Cybersecurity
RES_0595,Data Analysis Specialization,Coursera,Data Analysis,All Levels,Bootcamp,Free,0.0,https://www.coursera.com/courses/data-analysis-specialization,28 days,42175,3.9,9038,2025-06-09,2025-06-10,Kevin Gomez,True,False,True,6,66,"Cybersecurity, Project Management, React","DevOps, Data Science, Artificial Intelligence"
RES_0596,Project Management Professional Certificate,edX,Project Management,Advanced,Interactive,Paid,64.5,https://www.edx.com/courses/project-management-professional-certificate,24 days,6464,4.3,1241,2024-03-12,2025-03-10,Rebecca Rodriguez,True,False,True,8,81,Data Science,"Cybersecurity, Digital Marketing"
RES_0597,Project Management Masterclass,Skillshare,Project Management,All Levels,Project-based,Freemium,46.35,https://www.skillshare.com/courses/project-management-masterclass,11 weeks,6635,3.3,1822,2024-11-21,2024-11-23,Kathy York,True,True,True,8,76,"Game Development, Digital Marketing","UI/UX Design, SQL, Cybersecurity"
RES_0598,Artificial Intelligence Professional Certificate,edX,Artificial Intelligence,Beginner,Bootcamp,Freemium,30.03,https://www.edx.com/courses/artificial-intelligence-professional-certificate,27 months,933,3.4,173,2024-07-08,2025-05-02,Nathan Wiggins,False,True,False,4,33,None,"Cybersecurity, JavaScript"
RES_0599,Cloud Computing Masterclass,Pluralsight,Cloud Computing,All Levels,Bootcamp,Paid,38.63,https://www.pluralsight.com/courses/cloud-computing-masterclass,11 months,4125,3.1,1135,2024-11-26,2024-12-15,Amanda Maldonado,False,True,False,8,42,Web Development,Python Programming
RES_0600,Mobile Development Specialization,Coursera,Mobile Development,Beginner,Text-based,Subscription,22.11,https://www.coursera.com/courses/mobile-development-specialization,5 days,21156,3.3,3548,2025-04-07,2025-05-21,Jasmine Morton,True,False,True,2,67,None,"Machine Learning, Game Development, JavaScript"
RES_0601,JavaScript Professional Certificate,edX,JavaScript,All Levels,Video Course,Freemium,15.83,https://www.edx.com/courses/javascript-professional-certificate,18 months,4707,3.6,598,2024-03-28,2025-04-27,Eric Smith,True,True,False,6,90,Artificial Intelligence,Data Science
RES_0602,JavaScript Masterclass,FreeCodeCamp,JavaScript,All Levels,Video Course,Freemium,94.66,https://www.freecodecamp.com/courses/javascript-masterclass,19 weeks,5666,3.4,735,2025-02-27,2025-05-19,Larry Nielsen,True,True,True,8,55,"Mobile Development, UI/UX Design, Web Development","Artificial Intelligence, Python Programming, Digital Marketing"
RES_0603,Data Science Professional Certificate,edX,Data Science,Advanced,Interactive,Subscription,49.37,https://www.edx.com/courses/data-science-professional-certificate,29 hours,8121,3.2,1515,2023-11-07,2025-03-04,Michelle Vasquez,True,True,True,7,64,"Project Management, Web Development, Mobile Development",Cloud Computing
RES_0604,Python Programming Masterclass,Codecademy,Python Programming,Beginner,Text-based,Freemium,19.96,https://www.codecademy.com/courses/python-programming-masterclass,16 months,6463,3.2,1659,2025-06-08,2025-07-18,Justin Jenkins,True,False,False,4,73,None,"Data Science, DevOps"
RES_0605,SQL Masterclass,Khan Academy,SQL,All Levels,Text-based,Subscription,17.92,https://www.khanacademy.com/courses/sql-masterclass,15 hours,5320,3.9,720,2022-10-13,2025-01-01,Christopher Woodard,True,False,True,3,49,"React, Web Development, Web Development",Python Programming
RES_0606,Mobile Development Masterclass,FutureLearn,Mobile Development,Beginner,Interactive,Freemium,63.1,https://www.futurelearn.com/courses/mobile-development-masterclass,11 hours,2098,3.4,511,2025-04-27,2025-05-23,Jon Taylor,False,False,True,1,30,None,"React, SQL, Data Analysis, Web Development"
RES_0607,Mobile Development Masterclass,Skillshare,Mobile Development,Intermediate,Project-based,Paid,144.57,https://www.skillshare.com/courses/mobile-development-masterclass,16 days,7787,3.7,1188,2024-01-09,2025-06-20,Michael Fox,True,True,False,5,45,"Web Development, SQL, JavaScript","React, Cybersecurity"
RES_0608,UI/UX Design Masterclass,Udacity,UI/UX Design,All Levels,Bootcamp,Subscription,22.64,https://www.udacity.com/courses/ui/ux-design-masterclass,9 weeks,4044,4.0,456,2022-08-30,2025-08-07,Diana Barr,False,True,False,3,93,"Data Analysis, Digital Marketing",Project Management
RES_0609,Web Development Specialization,Coursera,Web Development,Advanced,Bootcamp,Subscription,39.43,https://www.coursera.com/courses/web-development-specialization,20 hours,38303,4.4,9678,2024-03-01,2024-09-29,Zachary Williams,False,True,True,9,54,JavaScript,Data Science
RES_0610,Project Management Masterclass,Skillshare,Project Management,All Levels,Text-based,Freemium,46.36,https://www.skillshare.com/courses/project-management-masterclass,29 months,7508,3.1,1934,2024-10-12,2025-06-10,Skillshare,True,False,False,6,49,"Data Science, Python Programming","JavaScript, Cloud Computing, JavaScript, SQL"
RES_0611,The Complete Python Programming Bootcamp,Udemy,Python Programming,All Levels,Project-based,Paid,61.47,https://www.udemy.com/courses/the-complete-python-programming-bootcamp,7 hours,33592,4.6,6627,2023-06-09,2025-03-12,Casey Garrison,False,True,True,8,93,"Digital Marketing, JavaScript","Data Analysis, Data Science, Machine Learning, Web Development"
RES_0612,Artificial Intelligence Masterclass,LinkedIn Learning,Artificial Intelligence,Advanced,Interactive,Paid,108.56,https://www.linkedinlearning.com/courses/artificial-intelligence-masterclass,16 days,6921,4.3,1548,2022-11-20,2025-08-08,LinkedIn Learning,False,True,True,7,46,"UI/UX Design, Mobile Development, Data Science",
RES_0613,The Complete Python Programming Bootcamp,Udemy,Python Programming,All Levels,Text-based,Freemium,24.61,https://www.udemy.com/courses/the-complete-python-programming-bootcamp,11 days,21482,3.2,6022,2022-12-19,2023-06-08,Teresa Winters,True,False,False,5,59,"React, React, Artificial Intelligence","Mobile Development, Blockchain, Machine Learning"
RES_0614,Cloud Computing Masterclass,Skillshare,Cloud Computing,Advanced,Video Course,Freemium,46.27,https://www.skillshare.com/courses/cloud-computing-masterclass,29 weeks,1196,4.7,322,2023-02-12,2024-07-19,Skillshare,False,True,True,7,90,React,Mobile Development
RES_0615,Artificial Intelligence Masterclass,LinkedIn Learning,Artificial Intelligence,Intermediate,Text-based,Subscription,31.96,https://www.linkedinlearning.com/courses/artificial-intelligence-masterclass,11 days,3183,4.8,498,2024-12-17,2025-06-07,LinkedIn Learning,False,True,False,7,84,"Python Programming, UI/UX Design, DevOps",Cloud Computing
RES_0616,Python Programming Specialization,Coursera,Python Programming,All Levels,Video Course,Subscription,31.27,https://www.coursera.com/courses/python-programming-specialization,30 days,30273,3.1,5787,2023-06-30,2024-01-31,Trevor Jordan,True,True,False,4,88,"JavaScript, Cloud Computing","Machine Learning, Data Analysis"
RES_0617,Game Development Masterclass,LinkedIn Learning,Game Development,All Levels,Text-based,Paid,69.9,https://www.linkedinlearning.com/courses/game-development-masterclass,24 months,9113,3.6,2297,2025-06-29,2025-07-12,Rhonda Benton,True,True,False,8,66,"Data Analysis, Blockchain",Cloud Computing
RES_0618,Web Development Masterclass,FreeCodeCamp,Web Development,Beginner,Interactive,Paid,29.43,https://www.freecodecamp.com/courses/web-development-masterclass,6 days,1605,4.6,335,2023-08-14,2024-08-21,Stephanie Moore,True,False,True,4,80,None,Game Development
RES_0619,Learn Project Management - Full Course,YouTube,Project Management,Intermediate,Video Course,Subscription,22.96,https://www.youtube.com/courses/learn-project-management---full-course,2 hours,4439,4.5,1216,2024-05-16,2024-12-19,Mrs. Alyssa Barry,True,True,True,6,71,"Cybersecurity, Python Programming","Artificial Intelligence, Digital Marketing"
RES_0620,Web Development Masterclass,Khan Academy,Web Development,Beginner,Interactive,Free,0.0,https://www.khanacademy.com/courses/web-development-masterclass,7 days,9647,3.4,2564,2022-11-18,2025-08-14,Jeffrey Romero,True,False,False,4,57,None,"Game Development, Python Programming"
RES_0621,UI/UX Design Masterclass,Udacity,UI/UX Design,Advanced,Bootcamp,Subscription,32.88,https://www.udacity.com/courses/ui/ux-design-masterclass,6 days,4298,3.4,454,2023-10-05,2025-02-02,Christopher Keith,True,True,True,10,56,Machine Learning,Cybersecurity
RES_0622,The Complete SQL Bootcamp,Udemy,SQL,Intermediate,Bootcamp,Subscription,44.15,https://www.udemy.com/courses/the-complete-sql-bootcamp,22 days,39879,3.7,10715,2023-12-08,2024-08-17,Jessica Molina,False,True,False,5,95,UI/UX Design,
RES_0623,Mobile Development Professional Certificate,edX,Mobile Development,Intermediate,Project-based,Freemium,72.0,https://www.edx.com/courses/mobile-development-professional-certificate,15 months,9960,4.0,2864,2024-09-16,2024-12-13,Stacy Hammond,True,False,False,4,43,Python Programming,
RES_0624,Python Programming Masterclass,Pluralsight,Python Programming,Advanced,Project-based,Freemium,72.87,https://www.pluralsight.com/courses/python-programming-masterclass,6 hours,977,4.2,152,2023-07-29,2025-01-13,Brooke Middleton,False,False,True,7,68,Machine Learning,"Cloud Computing, DevOps, Project Management"
RES_0625,Learn Machine Learning - Full Course,YouTube,Machine Learning,Beginner,Project-based,Paid,12.73,https://www.youtube.com/courses/learn-machine-learning---full-course,3 days,30834,3.7,4412,2024-02-08,2024-11-18,Megan Johnson,True,True,False,4,78,None,Data Analysis
RES_0626,Digital Marketing Masterclass,FreeCodeCamp,Digital Marketing,All Levels,Project-based,Paid,194.85,https://www.freecodecamp.com/courses/digital-marketing-masterclass,19 hours,1132,3.9,331,2024-01-23,2024-11-06,FreeCodeCamp,True,True,False,4,60,"Project Management, Python Programming, Data Analysis","Game Development, Artificial Intelligence, React"
RES_0627,Data Science Masterclass,Pluralsight,Data Science,Beginner,Bootcamp,Subscription,30.97,https://www.pluralsight.com/courses/data-science-masterclass,16 days,6215,4.5,837,2023-07-22,2023-08-09,Christina Hall,True,False,True,4,77,None,"UI/UX Design, Cloud Computing, Artificial Intelligence"
RES_0628,Game Development Masterclass,Udacity,Game Development,All Levels,Text-based,Freemium,8.64,https://www.udacity.com/courses/game-development-masterclass,9 days,5552,3.1,602,2023-08-17,2023-10-31,Susan Mason,False,False,True,7,48,"Mobile Development, JavaScript","SQL, Cybersecurity"
RES_0629,The Complete Digital Marketing Bootcamp,Udemy,Digital Marketing,Beginner,Bootcamp,Free,0.0,https://www.udemy.com/courses/the-complete-digital-marketing-bootcamp,17 hours,38713,3.5,9366,2025-08-12,2025-08-17,Udemy,False,True,True,3,92,None,Mobile Development
RES_0630,Data Science Masterclass,FutureLearn,Data Science,All Levels,Bootcamp,Freemium,21.91,https://www.futurelearn.com/courses/data-science-masterclass,12 months,1843,4.4,448,2024-05-15,2024-09-28,Tammy Carson,True,True,False,7,43,"Cloud Computing, Web Development","React, Cybersecurity, UI/UX Design"
RES_0631,Learn Game Development - Full Course,YouTube,Game Development,Beginner,Interactive,Free,0.0,https://www.youtube.com/courses/learn-game-development---full-course,1 hours,20384,4.8,5915,2024-12-16,2025-06-29,Dan Whitney,False,True,True,4,75,None,"Python Programming, UI/UX Design, Mobile Development, Cybersecurity"
RES_0632,SQL Masterclass,LinkedIn Learning,SQL,Advanced,Project-based,Freemium,63.52,https://www.linkedinlearning.com/courses/sql-masterclass,19 hours,8150,4.0,1440,2025-06-17,2025-06-19,Henry Rodriguez,True,False,False,7,84,"Data Science, Artificial Intelligence, Python Programming","Data Analysis, Web Development"
RES_0633,Game Development Masterclass,Pluralsight,Game Development,Beginner,Video Course,Paid,147.61,https://www.pluralsight.com/courses/game-development-masterclass,23 hours,7549,4.1,1589,2023-07-05,2023-07-16,Carly Thomas,False,True,True,4,57,None,"Machine Learning, Python Programming, Cloud Computing, Python Programming"
RES_0634,Project Management Masterclass,Khan Academy,Project Management,Beginner,Bootcamp,Paid,98.0,https://www.khanacademy.com/courses/project-management-masterclass,23 months,8876,3.2,1408,2025-05-13,2025-07-20,Wanda Cooley,False,True,False,2,35,None,"Mobile Development, Digital Marketing, Machine Learning"
RES_0635,Cloud Computing Masterclass,Udacity,Cloud Computing,Beginner,Interactive,Freemium,48.62,https://www.udacity.com/courses/cloud-computing-masterclass,1 months,2993,3.9,594,2023-07-11,2025-07-08,Cynthia Long,True,False,False,4,44,None,JavaScript
RES_0636,Cloud Computing Professional Certificate,edX,Cloud Computing,Beginner,Project-based,Freemium,36.67,https://www.edx.com/courses/cloud-computing-professional-certificate,23 months,436,4.1,92,2022-09-10,2023-07-29,Timothy Myers,True,True,True,4,38,None,Web Development
RES_0637,Data Science Masterclass,Pluralsight,Data Science,All Levels,Project-based,Paid,182.26,https://www.pluralsight.com/courses/data-science-masterclass,29 days,2082,3.5,435,2025-07-02,2025-08-11,Michael Miller,True,True,False,7,63,"Web Development, JavaScript","Machine Learning, Game Development, Data Analysis, React"
RES_0638,Learn Cloud Computing - Full Course,YouTube,Cloud Computing,Advanced,Interactive,Freemium,1.12,https://www.youtube.com/courses/learn-cloud-computing---full-course,2 hours,8389,3.5,2383,2022-09-11,2024-02-24,Angela Miller,True,False,True,10,57,Artificial Intelligence,"SQL, Machine Learning, JavaScript"
RES_0639,Game Development Masterclass,Skillshare,Game Development,Beginner,Interactive,Paid,172.99,https://www.skillshare.com/courses/game-development-masterclass,5 hours,7926,3.8,1366,2022-10-04,2025-03-26,Nancy Jennings,True,False,False,2,63,None,"Data Analysis, Digital Marketing, Data Analysis, Mobile Development"
